gene_id	untreated1	untreated2	untreated3	untreated4	treated1	treated2	treated3
FBgn0024941	1	1	0	0	6	0	1
FBgn0024943	7	43	17	15	36	15	13
FBgn0024944	1	5	1	2	3	4	2
FBgn0024945	567	834	304	365	701	360	392
FBgn0024947	3852	4883	2291	2665	5027	2813	3230
FBgn0024956	485	936	265	359	772	319	395
FBgn0024957	1350	1807	874	985	1860	1041	1121
FBgn0024958	1241	1349	574	765	1461	788	812
FBgn0024963	1	12	1	7	7	2	4
FBgn0024973	777	1198	532	631	1115	771	862
FBgn0024975	214	357	139	151	317	182	180
FBgn0024977	19	40	14	12	56	38	32
FBgn0024980	840	951	371	429	959	366	427
FBgn0024983	256	351	133	149	286	184	197
FBgn0024984	80	115	42	55	266	155	172
FBgn0024985	868	1494	552	529	1159	591	589
FBgn0024986	292	512	160	209	358	189	205
FBgn0024987	1570	2257	826	812	1774	984	1055
FBgn0024989	6	8	1	1	7	5	2
FBgn0024991	603	731	274	322	719	400	432
FBgn0024992	1797	2707	1209	1390	2845	1636	1900
FBgn0024993	157	234	72	120	239	123	132
FBgn0024994	905	931	407	497	840	454	501
FBgn0024995	7	4	1	1	13	2	3
FBgn0024996	771	905	389	521	1004	545	635
FBgn0024997	367	577	285	306	516	344	372
FBgn0024998	279	500	215	191	437	213	228
FBgn0025109	452	598	226	267	501	278	307
FBgn0025111	451	653	279	306	4186	2381	2686
FBgn0025115	0	0	0	0	0	0	1
FBgn0025117	2636	3827	1512	1836	2940	1723	1911
FBgn0025118	0	0	0	0	0	0	0
FBgn0025140	1038	1630	611	674	1407	662	653
FBgn0025185	269	527	180	183	491	232	286
FBgn0025186	454	827	286	296	681	327	359
FBgn0025286	24480	33029	12499	19869	27200	15953	17021
FBgn0025334	0	0	0	0	0	0	0
FBgn0025335	1384	1469	709	902	1104	899	865
FBgn0025336	626	1079	349	355	882	421	450
FBgn0025352	2579	4255	1768	2184	2889	1721	2063
FBgn0025355	358	599	183	185	414	214	188
FBgn0025360	0	0	0	0	0	0	0
FBgn0025366	7011	15508	4170	5990	10366	3847	4828
FBgn0025373	800	1250	425	530	1157	514	598
FBgn0025378	0	1	0	0	0	0	0
FBgn0025381	7596	10982	4851	5557	9359	5690	6045
FBgn0025382	205	277	157	137	250	176	180
FBgn0025383	91	129	81	101	71	40	63
FBgn0025387	21	22	5	7	25	7	7
FBgn0025388	446	844	276	308	666	304	372
FBgn0025390	90	312	85	96	332	171	145
FBgn0025391	2	2	0	1	4	2	0
FBgn0025393	1	4	0	0	1	2	1
FBgn0025394	1984	3677	1095	1282	2805	1259	1488
FBgn0025454	6	8	0	4	10	6	2
FBgn0025455	2608	5977	2234	2116	4263	2076	2229
FBgn0025456	38	40	18	21	107	39	22
FBgn0025457	1643	2107	754	913	1918	980	1129
FBgn0025458	1679	2557	817	879	2410	840	909
FBgn0025463	2660	4092	1589	1860	3771	1803	2029
FBgn0025469	311	386	146	216	393	243	231
FBgn0025519	624	914	317	398	942	469	522
FBgn0025525	39	104	35	29	125	68	53
FBgn0025549	424	919	238	246	741	247	298
FBgn0025558	234	474	128	209	464	147	171
FBgn0025571	1946	3290	1419	1549	2215	1452	1428
FBgn0025573	0	0	0	0	0	0	1
FBgn0025574	357	733	234	239	883	373	350
FBgn0025578	5	2	4	2	3	1	3
FBgn0025582	5650	7696	2853	3972	6433	3546	4049
FBgn0025583	0	0	0	0	0	0	0
FBgn0025592	844	1296	431	501	1170	542	540
FBgn0025593	6	5	6	3	26	21	9
FBgn0025595	1	5	1	1	3	2	3
FBgn0025608	1755	2914	1044	1271	2399	1174	1352
FBgn0025612	0	0	0	0	1	0	0
FBgn0025613	0	0	0	0	0	1	0
FBgn0025615	1396	2781	741	966	2108	888	1035
FBgn0025616	38	26	7	13	21	11	5
FBgn0025620	2	4	4	2	6	1	3
FBgn0025621	596	817	366	391	728	414	486
FBgn0025624	1255	1364	521	766	1381	673	782
FBgn0025625	383	540	303	260	406	245	280
FBgn0025626	1798	2659	1187	1293	2410	1466	1727
FBgn0025627	26	39	13	16	36	15	16
FBgn0025628	4579	6402	2647	3398	4156	2263	2542
FBgn0025629	735	1067	433	589	869	565	567
FBgn0025630	361	532	236	251	495	329	336
FBgn0025631	1155	1678	608	573	1329	663	661
FBgn0025632	105	154	58	63	156	92	76
FBgn0025633	918	1457	608	615	1375	687	709
FBgn0025634	199	391	147	197	263	168	172
FBgn0025635	127	193	87	98	206	104	109
FBgn0025637	1337	2497	718	935	2201	862	1043
FBgn0025638	615	939	304	433	1040	467	532
FBgn0025639	1141	1989	809	792	1613	818	894
FBgn0025640	349	631	247	285	558	291	306
FBgn0025641	1058	1035	491	498	1319	816	841
FBgn0025642	101	127	55	62	129	81	76
FBgn0025643	18	19	8	11	25	16	13
FBgn0025644	2	3	0	0	1	1	0
FBgn0025645	0	2	0	0	0	1	1
FBgn0025674	2406	3890	1273	1496	3593	1630	1756
FBgn0025676	341	877	226	223	807	245	259
FBgn0025678	9518	14023	5661	7064	19051	9835	10848
FBgn0025679	0	0	0	0	0	1	0
FBgn0025680	1	1	0	0	0	0	1
FBgn0025681	4626	6340	2867	2959	3857	2383	2503
FBgn0025682	10199	17830	6085	7971	11004	6090	7051
FBgn0025683	5574	8668	3010	3614	6617	2875	3229
FBgn0025684	1057	1274	517	641	1202	604	671
FBgn0025686	5	4	0	2	3	0	3
FBgn0025687	6869	7910	3509	4324	6099	3380	3611
FBgn0025692	71	115	43	32	138	43	64
FBgn0025693	1267	1757	565	631	1393	532	524
FBgn0025697	109	129	50	60	117	48	46
FBgn0025698	4729	7741	3045	3389	6064	2961	3389
FBgn0025700	1251	1896	557	782	1836	944	1091
FBgn0025701	5223	7283	2752	2883	6284	2695	2807
FBgn0025702	104	189	60	63	240	85	99
FBgn0025709	1	5	0	2	5	5	3
FBgn0025712	17	27	9	18	35	7	14
FBgn0025716	1066	1522	551	748	1502	699	732
FBgn0025720	751	1284	478	529	1082	460	573
FBgn0025724	4731	6606	2862	3378	6106	3368	3607
FBgn0025725	7493	9401	4054	4699	7949	4956	5130
FBgn0025726	3993	7063	2056	1699	9415	2276	2206
FBgn0025739	471	839	305	328	818	467	545
FBgn0025740	1397	1833	621	535	1501	445	392
FBgn0025741	4146	5021	1592	1348	6609	1579	1426
FBgn0025742	1277	1709	733	932	1526	978	1136
FBgn0025743	960	1494	665	705	1429	697	824
FBgn0025776	1	0	0	0	1	2	0
FBgn0025777	832	1345	485	489	1038	545	579
FBgn0025781	415	598	216	214	706	237	296
FBgn0025790	1116	1467	613	778	1307	736	745
FBgn0025800	1851	3500	1323	1236	2783	1225	1283
FBgn0025802	1758	2723	948	1084	2423	1126	1039
FBgn0025803	2844	4447	2246	2128	3837	2466	2588
FBgn0025806	586	1064	231	289	925	281	329
FBgn0025807	139	279	83	91	235	79	87
FBgn0025808	175	247	82	94	307	116	116
FBgn0025809	195	346	106	118	427	137	144
FBgn0025814	1024	1352	725	938	1082	928	1017
FBgn0025815	2428	3070	1358	1608	3012	1943	1944
FBgn0025820	210	244	92	151	382	190	169
FBgn0025821	0	0	1	0	1	0	0
FBgn0025825	949	1215	451	568	1267	623	666
FBgn0025827	1	1	0	0	0	0	0
FBgn0025830	578	777	272	334	709	321	369
FBgn0025832	632	750	285	343	781	299	342
FBgn0025833	0	0	0	3	1	2	1
FBgn0025835	5	13	5	3	11	4	1
FBgn0025836	192	218	62	78	118	39	36
FBgn0025837	0	0	0	0	0	0	0
FBgn0025838	4	11	10	5	17	5	5
FBgn0025839	420	710	260	340	666	374	456
FBgn0025864	4782	6578	3219	3346	5894	3963	3952
FBgn0025865	5075	7268	3202	3423	8448	4421	5019
FBgn0025866	1295	1969	877	885	1754	984	961
FBgn0025874	320	568	169	202	566	207	237
FBgn0025878	0	4	3	0	1	1	1
FBgn0025879	6	7	11	5	8	5	4
FBgn0025881	3	1	0	0	8	0	0
FBgn0025882	3	8	0	1	4	0	0
FBgn0025885	19080	24494	11277	13702	26955	17144	19181
FBgn0025936	1470	2170	576	576	2778	618	663
FBgn0026015	1447	2182	1052	1155	2018	1305	1459
FBgn0026056	333	586	203	253	564	262	252
FBgn0026058	1	0	0	0	0	0	0
FBgn0026059	1148	1895	863	796	1769	920	1002
FBgn0026060	451	721	238	283	774	309	299
FBgn0026061	6	10	5	8	10	1	1
FBgn0026063	0	0	0	0	0	0	0
FBgn0026064	0	0	0	0	0	0	0
FBgn0026076	606	1268	340	424	947	367	400
FBgn0026077	0	0	1	1	1	2	3
FBgn0026079	747	1043	441	534	927	581	626
FBgn0026080	531	914	301	379	720	348	415
FBgn0026083	3885	6952	3092	3002	6513	4165	4152
FBgn0026084	967	1549	400	458	1862	674	799
FBgn0026085	167	367	96	133	271	129	155
FBgn0026086	1005	1422	527	516	1475	510	498
FBgn0026087	1	4	0	1	10	2	2
FBgn0026088	533	736	221	317	873	362	408
FBgn0026089	420	886	230	352	646	325	359
FBgn0026090	794	1506	452	600	1130	443	550
FBgn0026136	0	1	0	0	0	0	0
FBgn0026141	0	0	0	0	0	0	0
FBgn0026143	395	534	245	289	383	213	240
FBgn0026144	9	36	14	5	18	5	9
FBgn0026147	970	1362	450	485	1268	525	506
FBgn0026148	57	113	24	35	116	39	51
FBgn0026149	304	438	156	199	558	213	222
FBgn0026150	1044	1458	553	655	1898	858	920
FBgn0026160	1107	3955	1498	1471	2272	1220	1351
FBgn0026162	0	0	0	0	0	0	0
FBgn0026163	0	0	0	0	0	0	0
FBgn0026164	0	0	0	0	0	0	0
FBgn0026169	1	7	0	1	3	3	0
FBgn0026170	5798	9001	2035	3032	7446	2968	3423
FBgn0026174	13	45	10	15	45	20	22
FBgn0026175	198	426	155	220	352	222	273
FBgn0026176	21	16	8	11	23	10	6
FBgn0026179	317	737	285	266	878	512	481
FBgn0026181	4064	6352	2876	2752	5420	2873	3158
FBgn0026189	12911	17028	6798	6845	22569	10185	10548
FBgn0026190	0	1	0	0	1	0	0
FBgn0026192	1709	2768	780	938	2822	1045	1150
FBgn0026196	2333	3013	1379	1546	2700	1504	1631
FBgn0026197	18	171	51	38	142	30	45
FBgn0026199	2130	2873	780	761	3176	659	707
FBgn0026206	1893	3904	1619	1481	3520	1708	1811
FBgn0026207	651	926	317	421	951	418	464
FBgn0026208	1769	3479	999	1321	2976	1310	1543
FBgn0026238	875	1209	420	396	1609	330	418
FBgn0026239	76	132	44	64	108	57	59
FBgn0026250	3482	7374	2499	2989	5638	2803	3379
FBgn0026252	10089	14925	5469	6435	12634	6424	6837
FBgn0026255	11	13	6	10	35	8	13
FBgn0026257	126	271	71	70	300	79	86
FBgn0026259	6658	12014	4970	5133	10267	4941	5520
FBgn0026261	424	667	172	248	670	257	275
FBgn0026262	1351	2675	642	627	2459	517	570
FBgn0026263	179	335	102	123	350	139	154
FBgn0026268	3	6	6	3	4	2	4
FBgn0026309	508	747	238	298	713	288	330
FBgn0026313	2600	3746	1413	1715	3365	1782	1839
FBgn0026314	2	5	1	1	4	3	0
FBgn0026315	1504	2495	744	869	2211	735	771
FBgn0026316	616	1169	300	392	962	426	390
FBgn0026317	851	1402	543	574	1195	730	707
FBgn0026318	162	349	132	112	297	147	151
FBgn0026319	432	922	355	390	1056	512	546
FBgn0026320	0	0	0	0	2	0	0
FBgn0026323	1840	2768	1150	1216	1926	1077	1287
FBgn0026324	330	359	118	193	387	175	200
FBgn0026326	662	977	338	377	915	420	426
FBgn0026361	323	433	184	200	487	230	285
FBgn0026369	1692	2587	1060	1171	2089	1066	1068
FBgn0026370	2834	5798	1897	1830	4662	1841	1946
FBgn0026371	449	645	210	211	721	237	248
FBgn0026372	68513	113692	46955	56465	70220	48492	49788
FBgn0026373	497	743	285	378	665	405	423
FBgn0026374	308	440	184	214	433	248	252
FBgn0026375	2909	6429	2318	2257	5686	2446	2606
FBgn0026376	1540	4083	1277	1160	1696	606	691
FBgn0026378	584	801	255	335	859	390	449
FBgn0026379	468	492	180	158	876	169	168
FBgn0026380	1312	1768	626	846	2130	1105	1059
FBgn0026384	0	0	0	0	0	0	0
FBgn0026385	0	1	0	1	0	0	0
FBgn0026386	0	0	0	0	0	0	0
FBgn0026388	4	3	2	2	5	0	2
FBgn0026389	0	0	0	0	0	0	0
FBgn0026390	0	0	1	0	0	0	0
FBgn0026391	0	1	0	0	0	0	0
FBgn0026392	0	1	0	0	0	0	0
FBgn0026393	141	258	84	97	230	126	124
FBgn0026394	0	0	0	0	0	0	0
FBgn0026395	0	0	0	0	0	0	0
FBgn0026396	5	11	5	1	2	3	1
FBgn0026397	0	1	0	0	0	0	0
FBgn0026398	0	0	1	0	2	0	0
FBgn0026399	0	0	0	0	0	0	0
FBgn0026400	779	1118	426	507	1171	501	588
FBgn0026401	3763	5367	1429	1261	7816	1390	1310
FBgn0026402	326	513	169	215	414	199	228
FBgn0026403	4	7	5	1	3	4	2
FBgn0026404	538	1003	343	409	916	422	425
FBgn0026409	11688	13814	6232	7766	10789	6471	6869
FBgn0026411	2	1	0	0	6	2	1
FBgn0026415	34	53	19	26	111	59	50
FBgn0026417	287	285	121	153	546	165	183
FBgn0026418	10311	15242	6344	7369	11442	6279	7273
FBgn0026427	2741	5372	1769	1479	5050	1523	1612
FBgn0026428	754	975	438	477	790	538	548
FBgn0026430	1242	1450	620	682	1722	928	1019
FBgn0026431	314	422	135	161	584	162	177
FBgn0026432	555	870	255	283	902	342	326
FBgn0026433	387	485	214	273	580	325	353
FBgn0026438	0	1	0	2	3	0	0
FBgn0026439	320	556	211	248	420	163	182
FBgn0026441	1083	2100	747	768	1584	788	814
FBgn0026479	2030	3005	1274	1488	2798	1643	1775
FBgn0026533	4818	7663	3417	3494	6884	3356	3772
FBgn0026562	58459	91503	50116	66671	14809	11191	12797
FBgn0026563	0	2	0	0	2	0	0
FBgn0026565	0	0	0	0	0	0	0
FBgn0026566	815	1191	447	611	1216	667	690
FBgn0026567	1310	2311	777	934	2063	1046	1218
FBgn0026570	756	1111	347	380	995	440	463
FBgn0026573	1134	2267	723	693	1870	693	780
FBgn0026575	6727	11974	4873	4775	9398	5183	5535
FBgn0026576	1138	1697	521	584	1110	482	547
FBgn0026577	4027	9010	3230	2915	7485	3057	3152
FBgn0026582	387	583	241	284	389	211	268
FBgn0026585	1966	3141	1035	1283	3694	1893	2189
FBgn0026592	19	39	14	22	22	7	10
FBgn0026593	103	163	68	91	146	83	83
FBgn0026597	1748	2966	1150	1154	2641	1238	1282
FBgn0026598	451	620	205	270	738	328	392
FBgn0026602	160	351	161	156	317	188	210
FBgn0026611	4959	10430	3757	3403	7372	3214	3513
FBgn0026616	380	493	222	233	559	270	282
FBgn0026619	378	516	165	220	475	229	249
FBgn0026620	3593	5910	1952	1994	5778	2151	2192
FBgn0026630	1373	2025	671	735	1934	670	751
FBgn0026634	441	631	194	235	608	247	239
FBgn0026666	202	307	113	146	339	137	185
FBgn0026679	905	1160	552	636	1040	717	670
FBgn0026702	431	566	288	294	471	313	345
FBgn0026713	2173	3048	1566	1633	2549	1875	1920
FBgn0026718	43	124	38	63	160	57	51
FBgn0026721	3623	8013	3241	4269	4109	2386	2457
FBgn0026722	639	1014	369	413	1063	458	472
FBgn0026737	197	461	145	174	457	184	190
FBgn0026738	303	607	168	205	474	226	218
FBgn0026741	277	447	126	159	379	146	155
FBgn0026749	349	664	212	235	525	238	291
FBgn0026751	854	1350	493	604	1348	540	674
FBgn0026753	1765	2916	1245	1555	2906	1603	1841
FBgn0026754	1	0	0	0	1	0	1
FBgn0026755	0	0	0	0	1	0	1
FBgn0026756	0	0	0	0	0	2	0
FBgn0026758	1728	4529	1351	1365	4155	1418	1594
FBgn0026760	29	62	16	17	17	11	8
FBgn0026761	1585	2370	776	1020	1701	924	948
FBgn0026777	1096	1669	468	469	1658	479	508
FBgn0026778	0	0	0	0	0	0	0
FBgn0026781	0	0	0	0	0	1	1
FBgn0026787	352	509	159	216	387	164	183
FBgn0026869	3473	5889	1709	1527	5135	1600	1656
FBgn0026872	266	276	132	180	188	137	161
FBgn0026873	470	768	266	353	777	424	426
FBgn0026874	50	66	32	35	52	22	31
FBgn0026876	282	441	148	195	455	223	208
FBgn0026878	7	8	5	9	14	3	8
FBgn0026879	297	689	169	221	586	211	230
FBgn0027052	340	557	135	164	576	166	165
FBgn0027053	867	1314	447	567	1356	667	684
FBgn0027054	614	1032	377	445	851	504	500
FBgn0027055	955	1525	542	609	1213	659	689
FBgn0027057	633	982	330	443	922	399	465
FBgn0027066	5155	7261	2374	2733	8005	2900	2834
FBgn0027070	20	64	14	18	68	22	39
FBgn0027073	5	9	2	4	7	2	2
FBgn0027074	2	1	0	1	1	0	0
FBgn0027079	3230	5020	2224	2384	4809	2783	3039
FBgn0027080	1759	2441	1023	1225	2187	1122	1267
FBgn0027081	5981	7667	3285	3995	7486	3793	4409
FBgn0027082	254	323	140	162	363	154	170
FBgn0027083	239	389	175	159	312	161	204
FBgn0027084	2312	2997	1260	1672	2738	1662	1769
FBgn0027085	491	754	261	301	743	325	339
FBgn0027086	4256	5377	2113	2224	5109	1952	2022
FBgn0027087	2763	3903	1754	2076	3572	2289	2559
FBgn0027088	2919	3895	1615	1974	4288	2312	2306
FBgn0027090	1442	2139	823	933	1965	982	1059
FBgn0027091	1749	2301	921	1044	1394	708	742
FBgn0027093	1551	1830	696	736	1885	816	855
FBgn0027094	7127	9794	4052	4805	9492	5241	5500
FBgn0027095	2050	3002	983	1458	3482	1352	1768
FBgn0027101	848	1174	313	298	1420	277	285
FBgn0027103	339	447	177	195	530	223	226
FBgn0027106	2	3	1	0	0	3	1
FBgn0027107	0	0	0	0	1	0	1
FBgn0027108	722	777	324	331	660	320	313
FBgn0027109	0	0	0	0	0	0	0
FBgn0027111	27	66	18	18	35	8	6
FBgn0027259	384	588	191	239	596	273	291
FBgn0027279	4288	7357	2601	2782	2931	1280	1362
FBgn0027280	5402	10753	3769	4575	8273	4236	4806
FBgn0027287	1488	2540	1018	1039	2005	1016	1031
FBgn0027291	2400	3279	1538	1849	2791	1782	1981
FBgn0027296	309	388	161	143	343	164	163
FBgn0027329	7648	9959	3866	4922	8844	5411	5997
FBgn0027330	916	1323	502	557	1084	586	664
FBgn0027334	563	895	356	436	601	377	367
FBgn0027335	11578	17851	7383	7623	15702	8444	8904
FBgn0027338	4123	6786	2107	2559	5504	2491	2761
FBgn0027339	1401	3185	1172	1046	2093	960	913
FBgn0027342	407	470	222	271	517	236	278
FBgn0027343	2	11	3	3	9	4	5
FBgn0027348	303	292	147	191	138	82	91
FBgn0027356	662	1206	441	472	1129	394	488
FBgn0027358	0	0	0	0	0	0	0
FBgn0027359	503	842	241	313	788	317	355
FBgn0027360	1	0	0	0	2	0	0
FBgn0027363	1935	3230	1362	1441	2557	1408	1549
FBgn0027364	0	1	0	0	0	0	0
FBgn0027375	1360	2633	639	688	1870	438	516
FBgn0027376	0	14	0	7	4	1	0
FBgn0027378	527	779	258	326	669	311	353
FBgn0027453	1057	1460	548	618	1308	671	714
FBgn0027490	588	991	348	405	820	365	369
FBgn0027491	14	23	14	16	38	20	15
FBgn0027492	5510	10977	3734	3886	8900	3817	4026
FBgn0027493	5536	7698	4104	5085	7602	5120	5773
FBgn0027494	1	9	0	1	5	2	6
FBgn0027495	985	1652	526	604	1215	631	747
FBgn0027496	1289	1386	604	794	1335	794	869
FBgn0027497	1573	2457	1125	1157	1981	1415	1575
FBgn0027498	244	305	154	147	377	195	218
FBgn0027499	843	1992	649	670	1629	590	664
FBgn0027500	783	1245	441	531	1082	613	589
FBgn0027503	810	1736	543	567	1342	656	619
FBgn0027504	1544	3024	1015	1138	2483	1264	1286
FBgn0027505	493	712	243	295	678	333	327
FBgn0027506	601	1048	351	450	745	354	381
FBgn0027507	1025	1448	415	458	1482	428	405
FBgn0027508	869	1238	513	552	1034	627	668
FBgn0027509	2067	2760	1057	1208	2967	1384	1337
FBgn0027512	918	1176	434	506	1212	547	563
FBgn0027513	330	528	168	204	402	185	198
FBgn0027514	309	363	173	211	456	255	284
FBgn0027515	345	609	203	261	1060	460	474
FBgn0027518	1121	1469	620	729	1216	650	711
FBgn0027521	35	49	15	25	54	29	23
FBgn0027524	338	404	152	157	458	217	216
FBgn0027525	3658	6318	2459	3102	4276	2162	2557
FBgn0027526	380	376	162	241	535	260	307
FBgn0027527	0	1	0	0	2	0	0
FBgn0027528	2	3	3	3	6	3	4
FBgn0027529	1340	1881	749	862	2048	1019	1204
FBgn0027532	967	1993	638	741	1478	663	757
FBgn0027534	1267	2178	961	926	1646	941	1032
FBgn0027535	1182	1577	599	628	1512	690	656
FBgn0027537	4589	6619	2470	2870	5341	2880	3246
FBgn0027538	214	364	110	126	335	118	121
FBgn0027539	611	745	288	340	940	358	392
FBgn0027544	13	25	6	6	18	7	10
FBgn0027546	0	1	0	0	0	0	0
FBgn0027547	1111	1795	603	716	1488	725	827
FBgn0027548	1696	2376	923	1068	1900	1059	1131
FBgn0027549	1475	1972	770	943	1583	842	909
FBgn0027550	245	399	190	197	251	152	180
FBgn0027552	1183	2399	681	919	1102	654	784
FBgn0027553	567	722	288	348	610	334	345
FBgn0027554	1037	2046	728	861	1677	795	891
FBgn0027556	336	796	307	292	791	306	343
FBgn0027558	1501	1923	781	895	1716	862	1003
FBgn0027559	376	751	228	277	608	237	278
FBgn0027560	9	11	3	5	16	4	10
FBgn0027561	2520	3726	1833	1861	2399	1438	1612
FBgn0027562	0	1	0	0	0	0	0
FBgn0027563	16	24	9	12	25	6	13
FBgn0027564	409	529	207	313	571	347	314
FBgn0027565	412	689	193	271	684	205	237
FBgn0027567	3112	4674	1988	2108	3948	2330	2585
FBgn0027568	2254	3040	1230	1503	2697	1505	1626
FBgn0027569	2211	3246	1412	1582	2822	1383	1465
FBgn0027570	27	48	28	26	32	10	14
FBgn0027571	77313	106653	45724	44957	116686	64834	62304
FBgn0027572	1054	1304	509	629	1287	642	724
FBgn0027574	474	872	316	291	706	285	320
FBgn0027575	25	56	27	21	44	22	26
FBgn0027578	1960	2664	970	1192	1697	878	942
FBgn0027579	1393	2237	943	1046	1663	891	936
FBgn0027580	1878	2372	1214	1222	1193	739	835
FBgn0027581	1698	2565	941	1031	2270	1205	1252
FBgn0027582	2707	4008	1385	1581	3408	1565	1629
FBgn0027583	1061	1272	532	677	1418	677	819
FBgn0027584	3	24	3	2	14	1	8
FBgn0027585	33	118	56	47	57	32	23
FBgn0027586	0	1	1	0	0	0	0
FBgn0027587	1142	2421	734	797	1810	730	696
FBgn0027588	6325	9081	3457	4038	6574	3814	4225
FBgn0027589	1	0	0	0	0	1	0
FBgn0027590	657	923	346	391	542	292	322
FBgn0027592	1536	2542	912	940	1955	910	1004
FBgn0027594	8529	12722	6148	6168	7677	4645	5012
FBgn0027596	823	1645	720	725	778	447	415
FBgn0027597	396	582	208	267	824	413	450
FBgn0027598	6476	12180	4644	4937	12091	5965	6821
FBgn0027599	408	734	262	246	709	283	333
FBgn0027600	2	0	1	0	0	0	2
FBgn0027601	587	784	374	357	656	294	332
FBgn0027602	732	1020	357	405	846	472	492
FBgn0027603	2302	3925	1270	1256	3363	1321	1331
FBgn0027604	400	657	229	189	497	152	129
FBgn0027605	3528	6257	2665	3083	4939	2779	3119
FBgn0027607	2850	3936	1443	1671	3025	1524	1671
FBgn0027608	2	2	6	4	1	5	2
FBgn0027609	843	1197	485	564	1001	501	617
FBgn0027610	2098	2988	1097	1392	2339	1158	1306
FBgn0027611	3436	5058	1772	2131	5126	2289	2326
FBgn0027615	371	434	129	188	424	207	227
FBgn0027616	1667	3099	1271	1381	2658	1420	1570
FBgn0027617	223	419	134	180	419	170	173
FBgn0027619	2072	4397	1022	1313	3610	1257	1494
FBgn0027620	2521	4307	1503	1496	3234	1346	1382
FBgn0027621	1023	1339	667	670	996	555	605
FBgn0027654	31	90	17	33	74	18	21
FBgn0027655	3272	5197	2282	2117	4417	2394	2317
FBgn0027657	522	870	250	360	574	227	274
FBgn0027660	152	146	64	77	155	68	78
FBgn0027779	2560	3240	1392	1747	2996	1531	1784
FBgn0027780	505	679	217	289	682	279	318
FBgn0027783	1900	3152	1075	1118	2826	1049	1127
FBgn0027784	152	224	95	106	197	122	146
FBgn0027785	1167	1897	653	864	1697	934	993
FBgn0027786	1473	1997	675	840	2124	907	982
FBgn0027788	1	2	1	0	0	0	4
FBgn0027790	0	1	0	1	0	0	0
FBgn0027791	835	1190	638	712	873	713	667
FBgn0027793	30	34	17	25	30	30	22
FBgn0027794	851	1130	580	624	1003	667	710
FBgn0027795	85	119	37	59	87	63	83
FBgn0027796	5	7	2	2	6	3	4
FBgn0027835	11760	17469	5958	6689	14393	7304	7477
FBgn0027836	3177	4259	1865	2154	5347	3372	3766
FBgn0027841	199	415	148	179	401	211	206
FBgn0027842	1481	1813	839	940	1595	810	892
FBgn0027843	563	1175	373	538	1521	688	772
FBgn0027844	5	16	1	2	9	1	1
FBgn0027864	141	258	57	74	195	48	70
FBgn0027865	372	747	203	197	1130	359	309
FBgn0027866	2130	3919	1277	1426	3338	1365	1407
FBgn0027868	2130	2605	1303	1545	2100	1469	1528
FBgn0027872	183	273	57	114	304	107	145
FBgn0027873	801	1125	418	551	1152	513	560
FBgn0027885	2295	4449	1322	1445	4737	1845	2016
FBgn0027889	1362	2058	711	882	2101	1078	1098
FBgn0027903	705	899	335	369	784	400	436
FBgn0027914	231	331	112	140	374	167	178
FBgn0027929	498	553	312	359	806	469	542
FBgn0027930	1398	2058	717	911	2027	967	1081
FBgn0027932	13018	25477	8577	9388	25581	11461	13187
FBgn0027934	0	0	0	0	0	0	0
FBgn0027936	823	1420	381	404	1365	540	590
FBgn0027945	220	375	94	100	466	160	216
FBgn0027948	8210	14524	4895	4673	16177	6644	6233
FBgn0027949	1273	2167	728	911	2770	1469	1544
FBgn0027950	469	665	230	316	600	352	414
FBgn0027951	2369	4288	1666	1650	3288	1707	1739
FBgn0028274	938	1437	591	716	1162	702	756
FBgn0028292	569	840	304	359	662	397	389
FBgn0028325	3248	4799	1962	2413	3121	1975	2112
FBgn0028327	3286	5906	1885	2433	7048	3749	4041
FBgn0028331	5097	8718	3483	3819	5270	3021	3622
FBgn0028336	1808	2496	1019	1225	2192	1349	1521
FBgn0028341	1143	1667	823	792	1358	844	838
FBgn0028342	1778	2417	868	1129	2134	1298	1480
FBgn0028343	2165	2949	1312	1500	3040	1636	1782
FBgn0028360	695	1237	398	381	1154	608	629
FBgn0028369	6	4	2	7	8	2	4
FBgn0028370	3	3	3	1	8	7	3
FBgn0028371	1	2	0	0	1	0	2
FBgn0028372	306	478	155	191	520	203	231
FBgn0028373	13	57	17	26	105	44	57
FBgn0028374	0	0	0	0	1	0	0
FBgn0028375	969	1316	448	452	1546	616	636
FBgn0028377	0	0	0	0	0	0	0
FBgn0028379	4	21	9	6	19	4	8
FBgn0028380	684	927	312	354	928	325	339
FBgn0028381	2	2	1	0	2	1	1
FBgn0028382	295	519	125	202	431	203	212
FBgn0028386	6085	13112	5675	5292	7486	4470	4847
FBgn0028387	416	858	252	283	708	262	295
FBgn0028394	215	289	111	147	202	69	99
FBgn0028396	11	9	5	5	6	3	2
FBgn0028397	431	934	308	256	510	173	187
FBgn0028398	334	591	109	135	342	123	148
FBgn0028399	3824	4507	2168	2794	4060	2088	2452
FBgn0028400	0	0	0	0	1	0	0
FBgn0028401	871	1360	606	684	1129	629	727
FBgn0028402	381	567	211	257	519	267	288
FBgn0028406	259	416	129	134	413	147	139
FBgn0028407	1	2	1	0	2	0	0
FBgn0028408	41	79	30	36	65	29	19
FBgn0028410	0	0	0	0	2	0	0
FBgn0028411	546	816	200	332	756	365	419
FBgn0028412	0	0	0	0	0	0	0
FBgn0028415	0	0	0	0	0	0	0
FBgn0028416	0	0	0	0	0	0	0
